,userId,Years_of_Exper,Degree,AllSkills
173,479697300,Entry,Master's,"['python', 'machine learning', 'c++', 'sql', 'r', 'ai', 'tableau', 'statistical modeling']"
174,400680128,Mid,Master's,"['data mining', 'data science', 'machine learning', 'python', 'data visualization', 'research', 'sql', 'r', 'computer vision', 'deep learning', 'tableau']"
175,457684528,Mid,Master's,"['python', 'machine learning', 'javascript', 'nlp', 'sql', 'python ', 'tableau']"
176,616940509,Mid,Master's,"['data science', 'python', 'machine learning', 'sql', 'r', 'statistics']"
177,650825046,Entry,Master's,"['machine learning', 'c++', 'research', 'sql', 'html', 'computer vision', 'deep learning', 'tableau', 'hadoop']"
178,687952990,Entry,Master's,"['matlab', 'r']"
179,737974451,Mid,Master's,"['data mining', 'data science', 'machine learning', 'c++', 'matlab', 'sql', 'java', 'r ', 'deep learning', 'c ', 'python ', 'ai', 'hadoop']"
180,442993521,Entry,Master's,"['python', 'machine learning', 'julia ', 'sql', 'r', 'python ']"
181,385876710,Entry,Bachelor’s,"['data science', 'rstudio', 'r']"
182,322990173,Entry,Master's,"['data visualization', 'research', 'economics', 'microsoft power bi', 'statistics', 'tableau']"
183,681555855,Entry,Master's,"['backend', 'data visualization', 'sql', 'r', 'java', 'statistics', 'python ']"
184,414568071,Mid,Master's,"['research', 'tableau']"
185,404147743,Mid,PhD,"['python', 'machine learning', 'artificial intelligence', 'algorithm', 'r', 'deep learning', 'python ']"
186,328463481,Entry,Master's,"['a/b testing', 'machine learning', 'python', 'time series analysis', 'feature selection', 'research', 'hypothesis testing', 'algorithm', 'sql', 'decision trees', 'r', 'economics', 'knn', 'pca', 'statistics', 'python ', 'tableau']"
187,651477149,Entry,Master's,"['machine learning', 'recommender systems', 'data mining', 'a/b testing', 'algorithm', 'sql', 'applied machine learning', 'flask', 'data science', 'spacy', 'data engineering', 'data visualization', 'nlp', 'exploratory data analysis', 'r', 'regression', 'tensorflow', 'cluster analysis', 'd3.js', 'machine learning algorithm', 'python ', 'tableau', 'hadoop']"
188,302061275,Entry,Master's,"['data mining', 'android', 'machine learning', 'pyspark', 'c', 'c++', 'matlab', 'nlp', 'sql', 'nltk', 'big data', 'java', 'deep learning', 'c ', 'python ', 'tableau', 'hadoop']"
189,551618879,Entry,Master's,"['sql', 'python', 'r', 'java']"
190,331186223,Mid,Master's,"['flask', 'machine learning', 'pyspark', 'linear regression', 'pytorch', 'c++', 'fast ai', 'bayesian statistics', 'research', 'sql', 'mongodb', 'exploratory data analysis', 'r', 'computer vision', 'python ', 'deep learning', 'hive', 'tableau']"
191,584494201,Entry,Master's,"['scripting', 'gan', 'machine learning', 'reinforcement learning', 'data mining', 'numpy', 'c', 'git', 'computer science', 'algorithm', 'artificial neural networks,cnn', 'ai', 'high performance computing (hpc)', 'data science', 'matlab', 'scikit-learn', 'r', 'java', 'unsupervised learning', 'tensorflow', 'c++', 'keras', 'scipy', 'research', 'computer vision', 'deep learning', 'python ']"
192,51477455,Entry,Master's,['machine learning']
193,295585202,Entry,Master's,"['python', 'machine learning', 'matlab', 'research', 'r', 'deep learning', 'statistics', 'python ']"
194,308377708,Mid,Not Given,"['data science', 'python', 'machine learning', 'bayesian inference', 'matlab', 'sql', 'statistics', 'python ']"
195,363798613,Mid,Not Given,"['python', 'machine learning', 'matlab', 'data modeling', 'r', 'java', 'statistics']"
196,331215189,Mid,Not Given,"['machine learning', 'python', 'pytorch', 'matlab', 'research', 'algorithm', 'sql', 'deep learning', 'statistics']"
197,288095680,Senior,Not Given,"['python', 'machine learning', 'sql', 'statistics', 'hadoop']"
198,273067271,Mid,PhD,"['bayesian inference', 'statistics', 'r', 'statistical modeling']"
199,311105388,Entry,Not Given,"['machine learning', 'c++', 'matlab', 'research', 'sql', 'python ', 'tableau']"
